pais_de_origem;razao_social;cnpj;logradouro;cidade;uf;cep;e_mail;cotm;vigencia Mês;Vigência Dia;Vigência Ano
BRASIL;Gol Linhas Aéreas S.A;7575651000159;PRAÇA SENADOR SALGADO FILHO S/Nº - TÉRREO - ÁREA PÚBLICA ENTRE OS EIXOS 46-48/O-P - SALA DE GERÊNCIA BACK OFFICE - CENTRO;Rio de Janeiro;RJ;20021340;tjimenez@voegol.com.br;1074-0420;4;17;2030
BRASIL;Gefco Logística Do Brasil Ltda;3094658000106;Praça Quinze de Novembro, nº 20, sala 402 - Centro;Rio de Janeiro;RJ;20010010;dl-brasil-rio-fiscal-contact@gefco.com.br;0913-0718;7;24;2028
BRASIL;Gávea Logística Ltda;12064608000169;AVENIDA RIO BRANCO, Nº1, SALA 1301 PARTE - CENTRO;Rio de Janeiro;RJ;20090003;guilherme@gavealog.com;1110-0920;9;18;2030
BRASIL;HulkS Internacional Carga Ltda;30870323000105;Rua Coimbra, 68/78, Penha;Rio de Janeiro;RJ;21011620;hulks@domain.com.br;0124-0905;9;27;2015
BRASIL;Interoceanica Chartering & Logistic Ltda;5119453000155;RUA VISCONDE DE INHAÚMA Nº 37 - SALA 2001 - CENTRO;Rio de Janeiro;RJ;20091007;CARLOS@CSCCONTABIL.COM.BR;1035-1119;11;8;2029
BRASIL;Integra Soluções De Logística Integrada Ltda;14311121000169;RUA MAJOR SUCKOW, Nº 30,  LOTE 2 PAL 46855 -  ROCHA;Rio de Janeiro;RJ;20975005;valeriabetania@integralogistica.com.br;1414-0424;4;8;2034
BRASIL;Integral Transporte E Agenciamento Marítimo Ltda;43145945000104;Rua São Bento, 8 - 12º andar (parte);Rio de Janeiro;RJ;20090010;renata_farina@lachmann.com.br;0080-0605;6;22;2015
BRASIL;Interferro Serviços E Logística Ltda;5303255000147;Rua Miguel Couto 105 17º Andar Centro;Rio de Janeiro;RJ;20071000;interferro@interferro.com.br;0509-0812;8;31;2022
BRASIL;Krw Atlantis Transportes E Mudanças Ltda;39893623000176;ESTRADA DA PEDRA 3520, SANTA CRUZ;Rio de Janeiro;RJ;23520395;karlwollny@atlanstisbrazil.com;1056-0220;2;11;2030
BRASIL;Kalahari Assessoria E Serviços Aduaneiros Ltda.;7336935000192;Rua Visconde de Inhaúma, nº 50, Sala 614 - Centro;Rio de Janeiro;RJ;20091007;andreia@kalahari-a.com.br;0143-1005;10;25;2015
BRASIL;Albar Logistics Ltda;4210356000100;Avenida Evandro Lins e Silva, 840, salas 1814 e 1815 -  Barra da Tijuca;Rio de Janeiro;RJ;22631470;lilianbarreiros@albar.com.br;0369-0210;12;20;2029
BRASIL;Airsealog Logística Integrada S/S Ltda;7047740000122;Rua Visconde de Inhaúma nº 58 - sala 201 - Centro;Rio de Janeiro;RJ;20091007;ricardo.garlope@airsealog.com.br;0196-0706;8;3;2016
BRASIL;Ambientis Radioproteção Ltda;780616000122;Avenida Carlos Chagas Filho, nº 791 - Bio Rio (Parte) - Ilha do Fundão;Rio de Janeiro;RJ;21941904;financeiro@ambientis.com.br;0719-1015;10;20;2025
BRASIL;Agaé Transportes E Comércio Ltda;43998509000188;AVENIDA FERNANDO MATOS, Nº  270, BARRA DA TIJUCA;Rio de Janeiro;RJ;22621090;thales@agaetransportes.com.br;0498-0712;7;18;2022
BRASIL;Agmsbs Transportes Ltda;3113442000132;RUA PEDRO ERNESTO Nº 120 - PARTE - GAMBOA;Rio de Janeiro;RJ;20220350;FISCAL@AGMLOGISTICA.COM.BR;0582-0913;9;17;2023
BRASIL;2 Alianças Transporte E Logística Ltda;11567225000140;Rua da Quitanda, nº 52 - andar 17 - parte - Centro;Rio de Janeiro;RJ;20011030;rbs@2aliancas.com.br;0901-0418;4;11;2028
BRASIL;Bayeux Logistics Ltda;4193936000137;Av. das Américas, nº 3500, bloco7, sala 104, 105 e 138 - Barra da Tijuca;Rio de Janeiro;RJ;22640102;pbayeux@bayeux.com.br;0099-0805;9;8;2025
BRASIL;Barbosa E Amorim Agenciamento De Cargas Ltda;10803792000196;Av. Venezuela nº 27 - Salas 607 e 609 - Saúde;Rio de Janeiro;RJ;20081311;valeria.barbosa@bealogistica.com.br;0519-0912;11;1;2033
BRASIL;Ativa Logística Internacional S/S Ltda;5679491000162;Rua Mayrink da Veiga, nº 6 – 9º andar;Rio de Janeiro;RJ;20090050;mcarlos@ativa.net;0237-0407;4;24;2017
BRASIL;Ativa Comércio Exterior S/S Ltda;40411720000164;Rua Mayrink Veiga nº. 6 – 9º andar;Rio de Janeiro;RJ;20090050;mcarlos@ativa.net;0232-0207;2;23;2017
BRASIL;Br Mobility International Transportes Ltda;34352080000166;RUA CASTELO BRANCO, Nº 67 - PENHA CIRCULAR;Rio de Janeiro;RJ;21012000;FINANCEIRO@BRMOBILITYINTL.COM;1332-0223;2;16;2033
BRASIL;Brazil Link Mudanças Ltda;19142826000113;Av. Pastor Martin Luther King Jr, nº 5335 A - Vicente de Carvalho;Rio de Janeiro;RJ;21370541;renata@brazillinkmudancas.com.br;0908-0718;7;10;2028
BRASIL;Brazil Log Agenciamento E Logística De Cargas Nacionais E Internacionais Ltda;11079429000132;RUA PATURI Nº 831 - TANQUE;Rio de Janeiro;RJ;22730270;RBARROS@BRAZIL-LOG.COM;1127-1120;11;20;2030
BRASIL;C&T Logistics Agente De Carga E Transporte Ltda;6185738000157;Rua Visconde de Inhaúma, 37, 16º andar - Centro;Rio de Janeiro;RJ;20091007;trucking.division@cet-logistics.com;0970-0119;1;21;2029
BRASIL;Canal Verde Consultoria E Comércio Exterior Ltda;3645340000168;Avenida Rio Branco, 18, 7º andar - Centro;Rio de Janeiro;RJ;20090000;canalverde@canalverderj.com.br;0176-0206;1;12;2031
BRASIL;Cargo Onix Rio Logística De Transporte De Cargas Ltda;7244182000195;RUA VISCONDE DE INHAÚMA, Nº 134, SALA 2121 - CENTRO;Rio de Janeiro;RJ;20091007;diretoria.financeiro@cargoonix.com.br;0592-1113;7;16;2034
BRASIL;Companhia De Navegação Norsul;33127002000103;Avenida Presidente Wilson, 231, 3º andar;Rio de Janeiro;RJ;20030905;rodrigo.cuesta@norsul.com;0321-1208;8;23;2029
BRASIL;Companhia Vale Do Rio Doce;33592510000154;Av. Graça Aranha, 26 - 12º Andar;Rio de Janeiro;RJ;20030900;jorge.luis@vale.com;0001-0205;2;2;2015
BRASIL;Codebras - Comissária De Despachos Do Brasil Ltda;4095454000144;Rua Leandro Martins, Nº 22, Sala 801 - Centro;Rio de Janeiro;RJ;20080070;codebras@despachoaduaneiro.com.br;0310-1108;11;19;2018
BRASIL;Comissaria Fastport Ltda;73670044000100;Av. Teixeira de Castro nº. 689 - Ramos;Rio de Janeiro;RJ;21040113;uln@fastport.com.br;0269-0108;1;29;2018
BRASIL;Costa Porto Despachos Aduaneiros Ltda;29548732000100;Avenida Marechal Floriano, nº 45 - 7º andar - Centro;Rio de Janeiro;RJ;20080004;magdaadm@costaporto.com.br;0746-0316;3;28;2026
BRASIL;Costa Porto Logística Internacional Ltda;2567192000148;Avenida Marechal Floriano, nº 45 - 7º andar - Centro;Rio de Janeiro;RJ;20080004;magdaadm@costaporto.com.br;0747-0316;3;28;2026
BRASIL;Crane Worldwide Logística Do Brasil Ltda;4393356000193;Avenida Rio Branco, nº 26, 11º andar - Centro;Rio de Janeiro;RJ;20090001;eduardo.miyagi@craneww.com;0914-0818;8;1;2028
BRASIL;Consultoria Em Projetos Logísticos - Incopro Do Brasil Ltda;7381971000178;Rua Visconde de Inhaúma, nº 77, Sala 2001 - Centro;Rio de Janeiro;RJ;20091007;financeiro@grifuron.com.br;0186-0506;10;3;2027
BRASIL;Psn Transportes Ltda;3676824000174;Rua Carlos Seidl nº 321 - Caju;Rio de Janeiro;RJ;20931002;psntransportes@yahoo.com.br;0194-0706;7;20;2026
BRASIL;Rd Expresso Transportes Ltda Me;14977687000124;Rua Pedro Alves, nº 14 - Santo Cristo;Rio de Janeiro;RJ;20220281;edson@quickdelivery.com.br;0686-0715;7;9;2025
BRASIL;Rhana Carga Internacional Ltda Epp;28675775000186;Rua Alice de freitas nº 189 - Vaz Lobo;Rio de Janeiro;RJ;21371220;lcm@ehana.com.br;0476-0212;2;9;2022
BRASIL;Rhana Carga Internacional Ltda Epp;28675775000186;Rua Alice de freitas nº 189 - Vaz Lobo;Rio de Janeiro;RJ;21371220; trivelli@rhana.com.br;0476-0212;2;9;2022
BRASIL;Rhana Transportes Internacionais Ltda;29508637000175;Rua Alice de Freitas, nº 189 - Vaz Lobo;Rio de Janeiro;RJ;21371220;lcm@rhana.com.br;1205-1221;12;2;2031
BRASIL;Rhana Transportes Internacionais Ltda;29508637000175;Rua Alice de Freitas, nº 189 - Vaz Lobo;Rio de Janeiro;RJ;21371220;lcm@rhana.com.br;1205-1221;12;2;2031
BRASIL;Ncx Cargo Transportes Internacionais Ltda;42584342000146;Rua Mayrink Veiga, nº 6 - sala 401, 601 e 801 - Centro;Rio de Janeiro;RJ;20090050;guilherme.c@nicomex.com.br;0956-1118;11;22;2028
BRASIL;Norsulcargo Navegação S.A.;1392043000122;AV. Augusto Severo nº 8, 7 andar - Sala 702 - parte - Gloria;Rio de Janeiro;RJ;20021040;ANGELO.BARONCINI@NORSUL.COM;0556-0413;4;3;2023
BRASIL;Norsulmax Navegação S.A.;42598920000101;Avenida Augusto Severo nº 8, 7º andar, sala 701 - parte;Rio de Janeiro;RJ;20021040;a.baroncini@norsulmax.com;0554-0413;4;1;2023
BRASIL;Novo Horizonte Jacarepaguá Importação E Exportação Ltda;185997000100;Av. Brasil nº. 4880 – Rua 11 – Vila do João nº. 95 – Manguinhos;Rio de Janeiro;RJ;21040361;dtra@nhjdobrasil.com.br;0207-1106;11;7;2016
BRASIL;Oceanpact Logistica Ltda;26095955000163;RUA DA GLÓRIA, Nº 122 - SALAS 801 E 802 - 10 PAVIMENTO E SALAS 901 E 902 11 PAVIMENTO - GLÓRIA;Rio de Janeiro;RJ;20241180;filipe.lima@oceanpact.com;1210-1221;12;16;2031
BRASIL;Petrobras Transporte S/A - Transpetro;2709449000159;Av. Presidente Vargas, nº 328, 11º andar -Centro;Rio de Janeiro;RJ;20091060;pedromodenesi@transpetro.com.br;0147-1105;8;25;2025
BRASIL;Megatruck Transportes E Locações Ltda;40261425000179;Rua do Arroz, nº 90, sala 419 - Penha Circular;Rio de Janeiro;RJ;21011070;comercial@megatrucktransportes.com.br;1297-0922;9;29;2032
BRASIL;Meta Cargo Serviços E Transporte Aéreos Ltda;68688274000159;AV. HENRIQUE VALADARES Nº 23 - SALA 302 - CENTRO;Rio de Janeiro;RJ;20231030;MARCELO@METACARGO.COM.BR;1314-1222;12;12;2032
BRASIL;MULTITERMINAIS ALFANDEGADOS DO BRASIL S.A.;31096068000140;RUA ANÍBAL DE MENDONÇA, 132, 4º Andar;Rio de Janeiro;RJ;20020100;ricardo.vega@multiterminais.com.br;0067-0505;5;21;2035
BRASIL;Mto Serviços Logística Ltda;18527562000153;Rua Monsenhor Manoel Gomes, nº 370 - São Cristovão;Rio de Janeiro;RJ;20931670;vinicius.patel@mtologistica.com;0649-1114;11;14;2024
BRASIL;Mrs Logística S/A;1417222000177;PRAIA DE BOTAFOGO Nº 228 - SALA 707 - ALA B  - BOTAFOGO;Rio de Janeiro;RJ;22250040;DANIELA.JUNQUEIRA@MRS.COM.BR;1467-0823;8;28;2033
BRASIL;Mk3 Operações Em Comércio Exterior Ltda;8872264000147;Av. José Silva de Azevedo Neto, nº 200, bloco 06, sala 334, 335 e 336 - Barra da Tijuca;Rio de Janeiro;RJ;22775056;maffra@makeconsultores.com.br;0726-1115;11;4;2025
BRASIL;Liga Logística, Óleo E Gás Ltda;19465179000180;Av. Churchil, 60 - sala 701 - Centro;Rio de Janeiro;RJ;20020050;filipe.lima@ligaog.com.br;0975-0419;4;1;2029
BRASIL;Link Logística Rj Ltda;9534778000155;Avenida Rio Branco, nº 45 / 5º andar - sala 505 - Centro;Rio de Janeiro;RJ;20090003;lcabrantes@linklogistic.com.br;0743-0216;2;16;2026
BRASIL;Lcw Assessoria E Logística Em Comércio Exterior Ltda;15716762000166;Estrada do Tindiba, 2733, sala 220 - Taquara;Rio de Janeiro;RJ;22725421;fraga@lcwlogistica.com.br;0571-0813;8;5;2023
BRASIL;Logimex Comércio Exterior Ltda;2155413000170;Avenida Presidente Vargas, nº 290 gr.708 - Centro;Rio de Janeiro;RJ;20071003;otaviogr@logimex.com.br;0693-0715;7;29;2025
BRASIL;Log-In Logística Intermodal S/A;42278291000124;RUA DO PASSEIO, Nº  00078, SALA 1201, CONDOMÍNIO BVEP NIGRI PLAZA - CENTRO;Rio de Janeiro;RJ;22250040;rl.institucional@loginlogistica.com.br;0530-1112;9;20;2032
BRASIL;Log-In Logística Intermodal S/A;42278291000124;RUA DO PASSEIO, Nº  00078, SALA 1201, CONDOMÍNIO BVEP NIGRI PLAZA - CENTRO;Rio de Janeiro;RJ;22250040;rl.institucional@loginlogistica.com.br;0230-0107;1;18;2017
BRASIL;Logum Logística S.A.;9584935000137;PRAIA DO FLAMENGO, N° 154, SALAS 601, 602 E 604, FLAMENGO;Rio de Janeiro;RJ;22210906;rafael.bassalo@logum.com.br;0544-0213;10;1;2034
BRASIL;Logitrade Serviços E Comércio Exterior Ltda;3004874000105;Av. Ataulfo de Paiva nº 135 sala 718 - Leblon;Rio de Janeiro;RJ;22440032;c.hirsch@logitradeserv.com.br;0456-0911;9;9;2021
BRASIL;Tranziran Transportes Ltda;468285000190;Rua do Alho, nº 1129, Galpão 2 - Penha Circular;Rio de Janeiro;RJ;21011000;donizeti@tranziran.com.br;0312-1108;12;28;2028
BRASIL;Triunfo Logística Ltda.;29355260000161;Avenida Cidade de Lima, 86, sala 201/202 - Santo Cristo;Rio de Janeiro;RJ;20220710;rodrigo.salles@triunfologistica.com.br;0373-0410;5;15;2030
BRASIL;Utc Overseas Do Brasil Ltda.;2612230000137;Avenida Rio Branco, nº 26 Pavimento 02;Rio de Janeiro;RJ;20090001;armandinabe@utcoverseas.com.br;0164-1205;10;14;2025
BRASIL;Value Logistic, Tour & Business Ltda Me;22886829000176;Rua da Quitanda, nº 86, salas 201 e 203 - Centro;Rio de Janeiro;RJ;20091005;diretoria@valuelog.com.br;0797-1016;10;18;2026
BRASIL;Superpesa Cia De Transportes Especiais E Intermodais;42415810000159;Av. Brasil, nº 42.301  - Campo Grande;Rio de Janeiro;RJ;23078002;gisousa@superpesa.com.br;0011-0305;8;18;2025
BRASIL;Superpesa Marítima Ltda;202759000157;Avenida Brasil, nº 42.301 - Campo Grande;Rio de Janeiro;RJ;23078002;gisousa@superpesa.com.br;0713-0915;9;26;2035
BRASIL;Superpesa Marítima Ltda;202759000157;Avenida Brasil, nº 42.301 - Campo Grande;Rio de Janeiro;RJ;23078002;deta@superpesa.com.br;0713-0915;9;26;2035
BRASIL;Stratégica Cargas E Encomendas Ltda;6184750000147;Av Lisboa, 75 Penha Circular;Rio de Janeiro;RJ;21011540;strategica@strategica.com.br;1124-1120;11;12;2030
BRASIL;Sky Despachos Aduaneiros E Transportes Ltda.;29380383000152;Rua Visconde de Inhaúma, nº 58, grupo 401, Centro;Rio de Janeiro;RJ;20091007;gpc@skylog.com.br;0155-1105;12;9;2015
BRASIL;Sacamarzenagem E Modais Consultoria Empresarial Ltda - Me;21747073000111;Rua Clóvis Bevilaqua, nº 246/205 - Tijuca;Rio de Janeiro;RJ;20520160;sergio@sacarmazenagem.com.br;0683-0615;6;26;2025
BRASIL;Vip Logistics Br Agenciamento E Transportes Ltda;16831972000168;RUA VISCONDE DE INHAÚMA, 134, SALA 801-804 - CENTRO;Rio de Janeiro;RJ;20091007;raphael.lyrio@viplogbr.com;0561-0613;3;1;2034
BRASIL;Wilport Operadores Portuários Ltda;51077576000198;Rua da Quitanda, nº 86, 5º andar - sala 501 - Centro;Rio de Janeiro;RJ;20091005;planfical@wilsonsons.com.br;0670-0415;4;23;2025
BRASIL;Wilson Sons Terminais E Logística Ltda;3852972000100;PRAIA DE BOTAFOGO, Nº 186 - SALA 301 - BOTAFOGO;Rio de Janeiro;RJ;22250145;TAXCOMPLIANCEMATRIZ.PARALEGAL@WILSONSONS.COM.BR;0893-0318;3;29;2028
BRASIL;Wilson, Sons Logística Ltda;3852000000000;Av. Rio Branco nº 25, 4º andar, Centro;Rio de Janeiro;RJ;20090902;andrea.ruas@wilsonsons.com.br;0181-0406;4;12;2016
BRASIL;GOLDEN BRAZIL LOGÍSTICA E TRANSPORTES LTDA;21780589000168;Avenida Ator Jose Wilker nº 605, Bloco 1, Sala 862;Rio de Janeiro;RJ;22775024;redenschirenato@goldenlogbrazil.com.br;1498-0525;5;13;2035
BRASIL;GLOG TRANSPORTES LTDA;23671660000108;RUA DO ARROZ, Nº 90, ;Rio de Janeiro;RJ;21011900;tavarespro@hotmail.com;1537-0426;4;15;2036
BRASIL;ASIGNAR CUSTOMS CLEARANCE LTDA;39231148000172;Av. Rio Branco, 26 ;Rio de Janeiro;RJ;20090001;augusto@asignar.com.br;1523-1125;11;26;2035
BRASIL;Zemax Serviços Marítimos Ltda;29764518000183;Rua Cruzeiro do Sul, 153 - Bairro Gradim;São Gonçalo;RJ;24430620;nfe@zemaxlog.com.br;1118-1020;10;9;2030
BRASIL;FLEXBASE SERVIÇOS LTDA;34392693000127;Fazenda Saco Dantas, s/n;São João da Barra;RJ;28200000;LEGAL@GRANENERGIA.COM.BR;1547-0726;7;15;2036
BRASIL;DOME SERVIÇOS INTEGRADOS;28483069000132;Fazenda Saco Dantas, S/N;São João da Barra;RJ;28200000;diego.mendonca@dome.services;1544-0726;7;8;2036
BRASIL;Rei De Ouro Mudanças E Transportes Eireli;10781353000120;RUA GOIÁS, 386 - BEIRA RIO;São João de Meriti;RJ;25555770;gestor@reideouro.com;1128-1220;12;1;2030
BRASIL;Haja Representações Comerciais Ltda;11117204000123;Rua Segisfredo Bravo 105 Sala 104 Bacaxá;Saquarema;RJ;28993000;roseni.haja@hotmail.com;0522-0912;9;27;2022
BRASIL;Ricardo Matarazzo Cargas Ltda;72316094000113;Av. Lucio Meira, 260, sl. 203 - Várzea;Teresópolis;RJ;25953001;MIXDOCUMENTOS@GMAIL.COM;0378-0410;10;18;2034
BRASIL;Duo Multimodal Ltda;37367637000120;AV. PAULO DE FRONTIN Nº 590 - SALA 911 COND. 139 - ATERRADO;Volta Redonda;RJ;27213270;SYMARAHS@HOTMAIL.COM;1385-1123;11;1;2033
BRASIL;Keloz Transportes E Encomendas Ltda;11441000000143;AVENIDA LUIZ CARLOS TUNES, Nº 2347 - TERRAS DE CAROLINA;Araras;SP;13607814;keloz@keloz.com.br;1190-0821;8;20;2031
BRASIL;Hosplog Logística Ltda;32240883000101;Av. Aruanã, 280/352 , Galpões 3 e 4 - Tamboré;Barueri;SP;6460010;marcos.cavequi@unihealth.com.br;1146-0321;3;11;2031
BRASIL;Id Do Brasil Logística Ltda;4416849000100;Alameda Mamore, nº 503, 4º andar, conj 1,2,3,4 - Alphaville;Barueri;SP;6454040;lmendes@id-logistics.com.br;0666-0315;3;12;2025
BRASIL;Id Transportes Do Brasil Ltda;25209002000116;Al. Mamore, nº 503 - 4º andar - Parte conj.1, 2, 3 e 4 - Alphaville;Barueri;SP;6454040;lmendes@id-logistics.com.br;0801-1016;10;19;2026
BRASIL;G-Inter Transportes Ltda;5332260000188;RUA VICTORINO, Nº 134 - JARDIM MUTINGA;Barueri;SP;6463290;mariacon.fera@gmail.com;0515-0912;9;20;2033
BRASIL;Golden Cargo Transportes E Logística Ltda;163083000130;Estrada dos Alpes, nº 855, 2º andar , Jardim Belval;Barueri;SP;6423080;ronilson.oliveira@goldencargo.com.br;0819-0117;1;23;2027
BRASIL;E.G.A. Assessoria Em Comércio Exterior Ltda;1701615000108;Rua Caldas Novas, nº 50, Sala 79 - Bairro Bethaville I;Barueri;SP;6404301;juridico@egasolutions.com.br;0586-0913;4;25;2033
BRASIL;E7 Logistica Ltda;24875190000159;AV ANDROMEDA, Nº 723, 2º ANDAR, ESCRITORIO 206 - GREEN VALLEY ALPHAVILLE;Barueri;SP;6473000;wagner.feitosa@e7log.com;1255-0522;5;18;2032
BRASIL;Elog S.A.;60526977000179;Avenida Tamboré, nº 1400 - 2º andar - Alphaville;Barueri;SP;6460000;rodrigo.roson@eloglogistica.com.br;0892-0318;3;29;2028
BRASIL;Digital Transportes E Logística Ltda - Me;12055845000163;Rua Caldas Nova , nº 50, sala 137 - Bethaville I;Barueri;SP;6404301;contato.digitaltrans@gmail.com;0802-1016;10;19;2026
BRASIL;G2L Logística Ltda;29081265000143;Alameda Tocantins, 75 -  Alphaville;Barueri;SP;6455020;fiscal@logisticag2l.com.br;1136-0121;1;13;2031
BRASIL;Celistics Barueri Transportadora Ltda;11964184000126;Alameda Araguaia, nº 2104, conj.53 e 54, 5º andar - Alphaville Industrial;Barueri;SP;6455000;oferreira@celistics.com;0858-0817;8;31;2027
BRASIL;Apoio Comércio E Transportes Ltda;12065639000134;Rua Jussara  nº 1250 - Sala 10 - Jardim Santa Cecília;Barueri;SP;6465070;BRESSANIM@GRUPOENAR.COM.BR;0575-0813;8;8;2023
BRASIL;Bk Consultoria E Serviços Ltda;3022122000177;RUA BONNARD Nº 980 - BLOCO 09 - NÍVEL 07 - GREEN VALLEY - ALPHAVILLE;Barueri;SP;6465134;LICITA@BKCONSULTORIA.COM.BR;1432-0724;7;17;2034
BRASIL;Afr Logística E Transporte Ltda;27641439000150;AV. ANDROMEDA, Nº 885 - CONJUNTO 709 - ALPHAVILLE EMPRESARIAL;Barueri;SP;6473000;martinsassessoria@uol.com.br;1206-1221;12;2;2031
BRASIL;Pitney Bowes Brasil Equipamentos E Serviços Ltda;6980816000105;Alameda Tocantins, nº 630, galpão 3, Bl. Tocantins, Condomínio Múltiplo Tocantins 3 - Alphaville - Centro Industrial e Empresarial;Barueri;SP;6455020;marta.silva@pb.com;0812-1216;12;12;2026
BRASIL;Pitney Bowes Brasil Equipamentos E Serviços Ltda;6980816000105;Alameda Tocantins, nº 630, galpão 3, Bl. Tocantins, Condomínio Múltiplo Tocantins 3 - Alphaville - Centro Industrial e Empresarial;Barueri;SP;6455020; maria.freire@pb.com;0812-1216;12;12;2026
BRASIL;O Primo Logística Eireli;21557195000145;Alameda Mamoré, 535, sala 907 - Alphaville Centro Industrial e Empresarial;Barueri;SP;6454040;augusto@oprimolog.com.br;1303-1022;10;7;2032
BRASIL;Modern Transporte Aéreo De Cargas S.A.;3887831000115;Calçada das Primeveras, nº 31, 1º andar, Centro Comercial Alphaville;Barueri;SP;6453046;JOICE.DOUTEL@MODERN.COM.BR;0685-0715;7;9;2025
BRASIL;S. Paulo Distribuição E Logística Ltda;4757830000119;Al. Tocantins, nº 125, 29° andar, sala 2901 - Alphaville Industrial;Barueri;SP;6455931;ines.leme@uol.com.br;0920-0818;8;21;2028
BRASIL;Segura Transportes E Logística S/A ;3147206000137;Av. Marginal projetada, 1810 - Galpão 04 - Fazenda Tambore;Barueri;SP;6460200;veronica.chagas@yexux.com.br;0973-0219;2;12;2029
BRASIL;Stark Cargo Do Brasil Ltda;40401858000182;AV ARUANÃ, 280, GP. EUROPA, SL2 - TAMBORÉ;Barueri;SP;6406010;gustavo.galvão@stark-4pl.com;1242-0422;4;20;2032
BRASIL;Tex Courier Ltda. - Em Recuperação Judicial;73939449000193;Av. Piracema, 155, galpão 1 - Sítio Tamboré;Barueri;SP;6460030;cpfiscal@totalexpress.com.br;1097-0720;7;30;2030
BRASIL;Unihealth Logística Ltda;7312223000133;Av. Aruanã, nº 280/352, Galpões 3 e 4, 1º Andar, Sala 3 - Tamboré;Barueri;SP;6460010;domingos@unihealth.com.br;0862-1017;10;3;2027
BRASIL;Unihealth Logística Ltda;7312223000133;Av. Aruanã, nº 280/352, Galpões 3 e 4, 1º Andar, Sala 3 - Tamboré;Barueri;SP;6460010; marcos.cavequi@unihealth.com.br;0862-1017;10;3;2027
BRASIL;Uht Logística S.A.;24303324000167;Av. Aruana 280 - GALPAO/352 GP 3 E4 ANDAR 1 TERREO GP 4 PARTE A - Tambore;Barueri;SP;6460010;marcos.cavequi@unihealth.com.br;1159-0521;5;24;2031
BRASIL;Única Volo Armazenagem E Logística Ltda.;13655202000113;Av. Doutor Marcos Penteado de Ulhoa Rodrigues nº 1.119 - 22º andar, conj. 2209 - Tambore;Barueri;SP;6460040;edu.leonel@volologistica.com.br;0549-0313;3;8;2023
BRASIL;Transbritto Express Ltda;11441387000138;ALAMEDA INAJÁ, Nº 10, SALA 01 - TAMBORÉ;Barueri;SP;6460055;djalma@trbexpress.com;1461-1224;12;30;2034
BRASIL;Transfolha - Transportes E Distribuição Ltda;58818022000143;Alameda Xingú, nº 1.230 - Alphaville;Barueri;SP;6455030;1-fin-fiscal@grupofolha.com.br;0839-0617;6;20;2027
BRASIL;NFC SOLUCOES LOGISTICAS LTDA;48900493000142;R ADELINO CARDANA Nº 293;Barueri;SP;6401147;CONTATO@NFCLOGISTICA.COM;1525-1225;12;19;2035
BRASIL;Z7 Logistics Ltda;44159855000135;Alameda Rio Negro, nº 503, sala 2020 - Alphaville;Barueri;SP;6454000;contact@z7logistics.com;1428-0624;6;25;2034
BRASIL;Z7 Logistics Ltda;44159855000135;Alameda Rio Negro, nº 503, sala 2020 - Alphaville;Barueri;SP;6454000; gustavoskiadv@outlook.com;1428-0624;6;25;2034
BRASIL;COMANDO LOG TRANSPORTES LTDA;24315867000102;ROD JOSE SARTORELLI Nº 2105;Boituva;SP;18555225;DAIANI@COMANDOLOGISTICA.COM.BR;1520-1025;10;31;2035
BRASIL;Indaia Tanktainer Logística Transportes E Comércio Ltda;10761431000124;Rodovia Gastão Dal Farra, S/N, KM 4, Condomínio Verbena - Jardim Aeroporto;Botucatu;SP;18605525;raphael@indaiatanktainer.com;1369-0823;8;31;2033
